,_id,city,latitude,longitude,state,street,zipcode,editedfacts,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,images_count,images_image,links_homedetails,links_homeinfo,links_photogallery,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,agentname,agentprofileurl,externalurl,lastupdateddate,mls,openhousedates,status,type,price,schooldistrict,trans_desc,trans_score,trans_summary,walkscore_desc,walkscore_score,whatownerloves,zpid,school_index
41,5608e09eb2c959c08464aa64,Bellevue,47.573303,-122.140441,WA,4025 151st Ave SE,98006,,Dishwasher,,Partially finished,3.25,4.0,,2.0,Wood,1900.0,Carpet,,Electric,Forced air,11750.0,2.0,,,Garage - Attached,Composition,Dining room,SingleFamily,,1954.0,,,,,18.0,None,http://www.zillow.com/homedetails/4025-151st-Ave-SE-Bellevue-WA-98006/48783995_zpid/,http://www.zillow.com/homedetails/4025-151st-Ave-SE-Bellevue-WA-98006/48783995_zpid/,http://www.zillow.com/homedetails/4025-151st-Ave-SE-Bellevue-WA-98006/48783995_zpid/#image=lightbox%3Dtrue,,,9264,9264,Katie Kepler,http://www.zillow.com/profile/katie-kepler/,,2015-09-18 11:08:00.0,836137.0,,Active,For sale by agent,575000.0,,Some Transit,49.0,"17 nearby routes: 17 bus, 0 rail, 0 other",Car-Dependent,47.0,,48783995,8.0
42,5608e09eb2c959c08464aa65,Bellevue,47.60781,-122.21508100000001,WA,9201 SE Shoreland Dr,98004,,"Freezer, Dishwasher, Refrigerator, Range / Oven, Microwave, Garbage disposal, Washer",Other,,2.5,2.0,Central,2.0,Wood,2100.0,"Carpet, Hardwood, Tile",,"Electric, Other",Forced air,9583.0,2.0,,,Garage - Attached,"Built-up, Composition","Walk-in closet, Office, Library, Master bath, Dining room",SingleFamily,"Mountain, City, Water",1977.0,1997.0,Enatai Elem,Bellevue High,"A Northwest lodge style home nestled on the hillside, with panoramic western views of Seattle, Lake Washington and the Olympic Mountains. Natural heavy wood timbers create a rustic framework for the spectacular views. Soaring ceilings and walls of windows! Every room is oriented to the view. Updated kitchen with new granite, appliances and fixtures; updated baths. Two view decks. 60' of waterfront with substantial dock and cabana. Level lawn at water's edge. Steps to downtown Bellevue! Buyer's agent Welcomed.
",25.0,None,http://www.zillow.com/homedetails/9201-SE-Shoreland-Dr-Bellevue-WA-98004/48966657_zpid/,http://www.zillow.com/homedetails/9201-SE-Shoreland-Dr-Bellevue-WA-98004/48966657_zpid/,http://www.zillow.com/homedetails/9201-SE-Shoreland-Dr-Bellevue-WA-98004/48966657_zpid/#image=lightbox%3Dtrue,Chinook Mid,Meydenbauer Waterfront,11819,11819,Joe Liu,http://www.zillow.com/profile/SFTLLC/,,2015-08-25 11:09:00.0,,,Active,For sale by agent,2280000.0,BE,Some Transit,0.0,"0 nearby routes: 0 bus, 0 rail, 0 other",Car-Dependent,19.0,,48966657,7.5
43,5608e09eb2c959c08464aa66,Bellevue,47.642368,-122.192897,WA,11058 NE 33rd Pl # B9,98004,,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",,,1.0,2.0,,1.0,Wood,842.0,"Carpet, Hardwood, Tile",,,,135313.0,3.0,,46.0,Carport,Composition,"Breakfast nook, Dining room, Family room, Walk-in closet",Condominium,City,1987.0,2001.0,,,"Amazingly located 2 br 1 ba condo in the heart of Bellevue. Gorgeous kitchen with granite counter tops and wood cabinets perfectly compliment hardwood floors. Private balcony with storage room and beautiful territorial views. This is a unique opportunity to live in Bellevue, just minutes away from Kirkland, Redmond, and easy access to interstate 520 and 405. South Kirkland Park and Ride is just a block away! This unit has it all!",16.0,None,http://www.zillow.com/homedetails/11058-NE-33rd-Pl-B9-Bellevue-WA-98004/72498875_zpid/,http://www.zillow.com/homedetails/11058-NE-33rd-Pl-B9-Bellevue-WA-98004/72498875_zpid/,http://www.zillow.com/homedetails/11058-NE-33rd-Pl-B9-Bellevue-WA-98004/72498875_zpid/#image=lightbox%3Dtrue,,,2761,2761,Mo Daher,http://www.zillow.com/profile/MoDaher/,,2015-08-24 23:55:00.0,838572.0,,Active,For sale by agent,289000.0,,Some Transit,44.0,"8 nearby routes: 8 bus, 0 rail, 0 other",Car-Dependent,26.0,,72498875,7.896212121212122
44,5608e09eb2c959c08464aa69,Bellevue,47.555048,-122.174452,WA,5309 125th Ave SE,98006,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Ranch / Rambler,Finished,4.0,4.0,Central,2.0,"Metal, Stone, Vinyl",2840.0,"Carpet, Hardwood, Slate",,Gas,Forced air,15840.0,1.0,,,Garage - Attached,Metal,"Dining room, Family room, Laundry room, Master bath, Recreation room",SingleFamily,Territorial,1960.0,2005.0,,,"Newport Heights Elementary
Tyee Middle School
Newport High School",8.0,None,http://www.zillow.com/homedetails/5309-125th-Ave-SE-Bellevue-WA-98006/48979194_zpid/,http://www.zillow.com/homedetails/5309-125th-Ave-SE-Bellevue-WA-98006/48979194_zpid/,http://www.zillow.com/homedetails/5309-125th-Ave-SE-Bellevue-WA-98006/48979194_zpid/#image=lightbox%3Dtrue,,,4082,4082,,,,2015-08-24 09:19:00.0,,,Active,For sale by owner,708000.0,,Some Transit,34.0,"11 nearby routes: 11 bus, 0 rail, 0 other",Car-Dependent,48.0,,48979194,8.5
45,5608e09eb2c959c08464aa6b,Bellevue,47.597901,-122.117368,WA,16639 SE 14th St,98008,,"Dryer, Range / Oven, Refrigerator, Trash compactor, Washer",Craftsman,None,3.0,4.0,,2.0,Wood,2110.0,"Carpet, Hardwood, Laminate, Tile",,Gas,Forced air,8910.0,1.0,,,Garage - Attached,,"Dining room, Family room, Laundry room, Master bath, Office, Walk-in closet",SingleFamily,Territorial,1959.0,,,,BELLEVUE,7.0,None,http://www.zillow.com/homedetails/16639-SE-14th-St-Bellevue-WA-98008/49035067_zpid/,http://www.zillow.com/homedetails/16639-SE-14th-St-Bellevue-WA-98008/49035067_zpid/,http://www.zillow.com/homedetails/16639-SE-14th-St-Bellevue-WA-98008/49035067_zpid/#image=lightbox%3Dtrue,,,4896,4896,Matthew Steel,http://www.zillow.com/profile/Matthew-Steel/,,2015-08-28 15:13:00.0,837336.0,,Active,For sale by agent,549800.0,,Some Transit,29.0,"2 nearby routes: 2 bus, 0 rail, 0 other",Car-Dependent,17.0,"Location, Location, Location",49035067,7.0
46,5608e09eb2c959c08464aa6c,Bellevue,47.576173,-122.14321299999999,WA,3765 148th Ave SE,98006,,,,,1.0,3.0,,,,1280.0,,,,Forced air,8775.0,1.0,,,,,,SingleFamily,,1955.0,,,,"Great opportunity at this south Bellevue 3 bedroom 1 bath rambler. Nice sized lot for new house or remodel existing home. Close to shopping and I-90. Large back yard with storage shed.
",21.0,None,http://www.zillow.com/homedetails/3765-148th-Ave-SE-Bellevue-WA-98006/48784529_zpid/,http://www.zillow.com/homedetails/3765-148th-Ave-SE-Bellevue-WA-98006/48784529_zpid/,http://www.zillow.com/homedetails/3765-148th-Ave-SE-Bellevue-WA-98006/48784529_zpid/#image=lightbox%3Dtrue,,,4135,4135,Asset Realty Group,http://www.zillow.com/profile/Asset_Realty_Group/,,2015-08-20 15:44:00.0,835524.0,,Active,For sale by agent,439500.0,,Some Transit,52.0,"17 nearby routes: 17 bus, 0 rail, 0 other",Car-Dependent,22.0,,48784529,8.5
47,5608e09eb2c959c08464aa6e,Bellevue,47.573683,-122.12239299999999,WA,16356 SE 40th St,98006,,"Dishwasher, Range / Oven, Refrigerator",Split-level,Finished,1.75,4.0,None,2.0,,2040.0,"Carpet, Concrete, Linoleum / Vinyl",,Electric,Forced air,14300.0,2.0,8.0,,Garage - Attached,Shake / Shingle,"Dining room, Laundry room, Recreation room",SingleFamily,"Mountain, Territorial, Water",1978.0,,,,"Home will be listed for sale soon. Asking well below market value - will be sold ""as is"". Large home in need of updating. Prefer to sell without agents. Serious inquiries only, please. Opportunity for a good home before prices rise further.",2.0,None,http://www.zillow.com/homedetails/16356-SE-40th-St-Bellevue-WA-98006/48931595_zpid/,http://www.zillow.com/homedetails/16356-SE-40th-St-Bellevue-WA-98006/48931595_zpid/,http://www.zillow.com/homedetails/16356-SE-40th-St-Bellevue-WA-98006/48931595_zpid/#image=lightbox%3Dtrue,,,2288,2288,,,,2015-08-19 11:17:00.0,,,,Make me move,475000.0,Issaquah,Some Transit,34.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,14.0,"Great Bellevue neighborhood. 15 minutes to downtown Seattle, 10 min to downtown Bellevue. Minutes to I90 & I405. ",48931595,8.0
48,5608e09eb2c959c08464aa70,Bellevue,47.632581,-122.128707,WA,15875 NE 25th Pl,98008,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Colonial,None,2.75,4.0,,3.0,"Brick, Vinyl, Other",3020.0,"Carpet, Hardwood, Tile",,Gas,Forced air,14732.0,2.0,,,Garage - Attached,Composition,"Dining room, Family room, Laundry room, Master bath, Office, Pantry, Walk-in closet",SingleFamily,,1995.0,,Ardmore,Interlake,"Excellent location! Close proximity from the Microsoft Campus, Crossroads Mall, Sears, freeway, coveted Interlake HS, parks, recreation and much more. Beautifully update 2 story home in a private setting that sits on a flat lot with ample parking to accommodate guests; stunning interior with vaulted ceiling in the foyer/living room, formal dinning, family room, Master bedroom with walk-in-closet, 3 large bedrooms, 2.75 baths, large bonus room, office, skylights & huge backyard/patio!",30.0,None,http://www.zillow.com/homedetails/15875-NE-25th-Pl-Bellevue-WA-98008/48685233_zpid/,http://www.zillow.com/homedetails/15875-NE-25th-Pl-Bellevue-WA-98008/48685233_zpid/,http://www.zillow.com/homedetails/15875-NE-25th-Pl-Bellevue-WA-98008/48685233_zpid/#image=lightbox%3Dtrue,Highland,Microsoft,4689,4689,Edward Chang,http://www.zillow.com/profile/Edward-Chang/,,2015-08-19 14:20:00.0,833970.0,,Active,For sale by agent,1075000.0,Bellevue,Some Transit,49.0,"15 nearby routes: 15 bus, 0 rail, 0 other",Somewhat Walkable,62.0,"Excellent location! Close proximity from the Microsoft Campus, Crossroads Mall, Sears, freeway, coveted Interlake HS, parks, recreation and much more. Beautifully update 2 story home in a private setting that sits on a flat lot with ample parking to accommodate guess; stunning interior with vaulted ceiling in the foyer/living room, formal dinning, family room, Master bedroom with walk in closet, 3 large bedrooms, 2.75 baths, large bonus room, office, skylights & huge backyard/patio!",48685233,6.0
49,5608e09eb2c959c08464aa71,Bellevue,47.638674,-122.14485,WA,14640 NE 32nd St APT D4,98007,,Dishwasher,Modern,,1.5,2.0,,,Wood,1000.0,Carpet,,Electric,,,,,,Off-street,Composition,Dining room,MultiFamily2To4,,1976.0,,,,"This condo is located on 32nd, directly off of 148th. It is in a secured building and has two nicely-sized bedrooms and 1.5 baths. Much of the condo has been updated and the entire condo is spotless. The carpet was recently installed and the kitchen has several nicely updated finishes.Water, sewer, and garbage are included in the rent.",14.0,None,http://www.zillow.com/homedetails/14640-NE-32nd-St-APT-D4-Bellevue-WA-98007/2123477342_zpid/,http://www.zillow.com/homedetails/14640-NE-32nd-St-APT-D4-Bellevue-WA-98007/2123477342_zpid/,http://www.zillow.com/homedetails/14640-NE-32nd-St-APT-D4-Bellevue-WA-98007/2123477342_zpid/#image=lightbox%3Dtrue,,,1708,1708,,,,2015-09-10 16:53:00.0,,,,Make me move,249000.0,Bellevue,Some Transit,48.0,"15 nearby routes: 15 bus, 0 rail, 0 other",Car-Dependent,48.0,"This home is conveniently located directly across the street from Microsoft building 112, Honeywell Aerospace, and Bright Horizons Redmond.  It also comes with its own dedicated parking space.  It is within 5 minutes from grocery stores, restaurants, and shopping malls by walking or by car.  It is excellent for biking.  Goldsmith park is a short walk behind the complex with lots of wooded green space and a playground.  The family friendly neighborhood is in a great school district.  Newer energy efficient windows and patio door, along with completed residing, so no assessment fees.  The south-facing patio allows your container garden to thrive.  On bus lines 221, 242, 249.  Pets allowed with restrictions.",2123477342,7.896212121212122
50,5608e09eb2c959c08464aa72,Bellevue,47.586089,-122.181252,WA,2500 118th Ave SE APT 16-203,98005,,,,,2.0,2.0,,,,885.0,,,,,291529.0,3.0,,122.0,,,,Condominium,City,1990.0,1990.0,,,,,,http://www.zillow.com/homedetails/2500-118th-Ave-SE-APT-16-203-Bellevue-WA-98005/48963018_zpid/,http://www.zillow.com/homedetails/2500-118th-Ave-SE-APT-16-203-Bellevue-WA-98005/48963018_zpid/,http://www.zillow.com/homedetails/2500-118th-Ave-SE-APT-16-203-Bellevue-WA-98005/48963018_zpid/#image=lightbox%3Dtrue,,,2347,2347,Lorraine Klopfenstein,http://www.zillow.com/profile/L.-Klopfenstein/,,2015-08-18 13:13:00.0,835058.0,,Active,For sale by agent,242500.0,,Some Transit,45.0,"13 nearby routes: 13 bus, 0 rail, 0 other",Car-Dependent,7.0,,48963018,9.0
51,5608e09eb2c959c08464aa73,Bellevue,47.616152,-122.16715900000001,WA,624 129th Pl NE,98005,,,,Partially finished,2.5,5.0,,,,2960.0,,,,Forced air,13200.0,1.0,,,Garage - Attached,,,SingleFamily,,1966.0,,,,"This Mid-century Glendale home is ready to perform w/ thoughtful updates throughout. Many things to love but highlights include entertaining sized deck, private backyard w/ creek, refinished/new hardwds, travertine entryway, brick detail, custom built-ins, crown molding, designer paint & stylish fixtures. NEW kitchen w/ granite counters, tile backsplash, ss appliances & gas range. Garage w/ storage. Near parks & the best of dwntwn shopping, dining & entertainment. Ez access to 405, 520, 90 & buses.",24.0,None,http://www.zillow.com/homedetails/624-129th-Pl-NE-Bellevue-WA-98005/48710073_zpid/,http://www.zillow.com/homedetails/624-129th-Pl-NE-Bellevue-WA-98005/48710073_zpid/,http://www.zillow.com/homedetails/624-129th-Pl-NE-Bellevue-WA-98005/48710073_zpid/#image=lightbox%3Dtrue,,,3584,3584,Kenny Whiteside,http://www.zillow.com/profile/Kenny-Whiteside/,https://www.redfin.com/WA/Bellevue/624-129th-Pl-NE-98005/home/508183,2015-09-14 09:24:00.0,,,Active,For sale by agent,925000.0,,Some Transit,41.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,39.0,,48710073,10.0
52,5608e09eb2c959c08464aa76,Bellevue,47.586945,-122.11118799999998,WA,2612 W Lake Sammamish Pkwy SE,98008,,Dishwasher,Contemporary,None,2.5,3.0,Central,2.0,Wood,2680.0,Carpet,,Gas,Forced air,11325.0,2.0,,,Garage - Attached,Shake / Shingle,Walk-in closet,SingleFamily,Mountain,1958.0,1995.0,Spiritridge Elem,Sammamish Snr High,"Sweeping Lk Sammamish Views & thoughtful updates define this 3+bed home. Many things to love but highlights include extensive remodel work, picture windows, custom stamped concrete deck, secure entry, AC, surround sound, new ext paint & strong architectural details throughout. Spacious open kitchen w/dining rm & ez access to view deck. Attractive flrplan w/possible 4th bedrm option or great flex space. Master suite enjoys more Lk views & 5pc en suite bath w/marble counters. Access to 90 & buses.",25.0,None,http://www.zillow.com/homedetails/2612-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008/48713682_zpid/,http://www.zillow.com/homedetails/2612-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008/48713682_zpid/,http://www.zillow.com/homedetails/2612-W-Lake-Sammamish-Pkwy-SE-Bellevue-WA-98008/48713682_zpid/#image=lightbox%3Dtrue,Tillicum Mid,Sammamish Heights,7032,7032,Kenny Whiteside,http://www.zillow.com/profile/Kenny-Whiteside/,http://www.redfin.com/xx/home/326325,2015-09-24 12:38:00.0,,"Sun, 9/27/2015, 10:00am-12:00pm",Active,For sale by agent,935000.0,Bellevue,Some Transit,26.0,"1 nearby routes: 1 bus, 0 rail, 0 other",Car-Dependent,16.0,Mated pair of eagles nest nearby and survey the lake for fish in trees overhead. ,48713682,8.0
53,5608e09eb2c959c08464aa77,Bellevue,47.586161,-122.15181299999999,WA,2680 139th Ave SE APT 58,98005,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Cape Cod,Finished,2.5,3.0,,2.0,Vinyl,2017.0,"Carpet, Hardwood, Laminate, Tile",1.0,,,364782.0,2.0,7.0,88.0,Garage - Attached,Composition,"Dining room, Family room, Laundry room, Master bath, Recreation room, Walk-in closet",Condominium,Territorial,1998.0,1998.0,,,"Perfect, quiet, private location, but so close to Eastgate Park & Ride by trail from complex! This townhome has a main floor master suite, and a main floor two car side by side garage! Cathedral ceilings, lots of light, both deck and patio make this a bright and cheerful home. The open kitchen/family room will be the center of your life, but you'll also enjoy the beautiful open living/dining room. Downstairs, the two huge bedrooms and giant family room give you space for everything!",18.0,None,http://www.zillow.com/homedetails/2680-139th-Ave-SE-APT-58-Bellevue-WA-98005/48845835_zpid/,http://www.zillow.com/homedetails/2680-139th-Ave-SE-APT-58-Bellevue-WA-98005/48845835_zpid/,http://www.zillow.com/homedetails/2680-139th-Ave-SE-APT-58-Bellevue-WA-98005/48845835_zpid/#image=lightbox%3Dtrue,,,3618,3618,Mindy Garner,http://www.zillow.com/profile/MindyGarner/,,2015-08-15 09:05:00.0,834339.0,,Active,For sale by agent,535000.0,,Some Transit,53.0,"17 nearby routes: 17 bus, 0 rail, 0 other",Car-Dependent,17.0,"Perfect, quiet, private location, but so close to Eastgate Park & Ride by trail from complex! This townhome has a main floor master suite, and a main floor two car side by side garage! Cathedral ceilings, lots of light, both deck and patio make this a bright and cheerful home. The open kitchen/family room will be the center of your life, but you'll also enjoy the beautiful open living/dining room. Downstairs, the two huge bedrooms and giant family room give you space for everything!",48845835,8.0
54,5608e09eb2c959c08464aa78,Bellevue,47.550499,-122.17560300000001,WA,5912 123rd Ave SE,98006,,,,,2.0,3.0,,,,1105.0,,,,,,,,,,,,Condominium,,1967.0,1989.0,,,"Fantastic 3 bedroom townhouse in the Bellevue School District - Newport High School! Open layout with built in shelving in living room. Spacious kitchen with built ins and dining space. Upstairs boasts 3 good sized bedrooms and full bathroom. Enjoy the peace and quiet in your fully fenced patio area complete with flower beds. Tennis courts, pool, playgrounds. No rental cap, no special assessments. East access to I405, Factoria Mall and Newport Hills shops.  Contact Julia Tsurusaki at Pointe3 Real Estate to schedule a private showing: 206-778-5859.",11.0,None,http://www.zillow.com/homedetails/5912-123rd-Ave-SE-Bellevue-WA-98006/2137316006_zpid/,http://www.zillow.com/homedetails/5912-123rd-Ave-SE-Bellevue-WA-98006/2137316006_zpid/,http://www.zillow.com/homedetails/5912-123rd-Ave-SE-Bellevue-WA-98006/2137316006_zpid/#image=lightbox%3Dtrue,,,4217,4217,Julia Tsurusaki,http://www.zillow.com/profile/JuliaTsurusaki/,http://www.SoldByJulia.com,2015-08-14 09:19:00.0,834171.0,,Active,For sale by agent,240000.0,,Some Transit,29.0,"8 nearby routes: 8 bus, 0 rail, 0 other",Somewhat Walkable,52.0,,2137316006,8.5
55,5608e09eb2c959c08464aa7b,Bellevue,47.620234,-122.107603,WA,17428 NE 12th St,98008,,,,,1.75,3.0,,,,1840.0,,,,Forced air,9600.0,1.0,,,Garage - Attached,,,SingleFamily,,1967.0,,,,,20.0,None,http://www.zillow.com/homedetails/17428-NE-12th-St-Bellevue-WA-98008/48702757_zpid/,http://www.zillow.com/homedetails/17428-NE-12th-St-Bellevue-WA-98008/48702757_zpid/,http://www.zillow.com/homedetails/17428-NE-12th-St-Bellevue-WA-98008/48702757_zpid/#image=lightbox%3Dtrue,,,4121,4121,Wendy Lister,http://www.zillow.com/profile/Wendy-M-Lister/,,2015-08-14 17:18:00.0,823389.0,,Active,For sale by agent,580000.0,,Some Transit,31.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,22.0,,48702757,6.0
56,5608e09eb2c959c08464aa7c,Bellevue,47.583079999999995,-122.121468,WA,3012 163rd Pl SE,98008,,"Dishwasher, Dryer, Range / Oven, Refrigerator, Washer",,,2.25,3.0,,,,2000.0,,,,Forced air,7874.0,2.0,,,Garage - Attached,,,SingleFamily,,1966.0,,,,,16.0,None,http://www.zillow.com/homedetails/3012-163rd-Pl-SE-Bellevue-WA-98008/49068885_zpid/,http://www.zillow.com/homedetails/3012-163rd-Pl-SE-Bellevue-WA-98008/49068885_zpid/,http://www.zillow.com/homedetails/3012-163rd-Pl-SE-Bellevue-WA-98008/49068885_zpid/#image=lightbox%3Dtrue,,,3523,3523,Shawna Flores,http://www.zillow.com/profile/Local-Expert-Shawna/,,2015-08-28 20:24:00.0,832486.0,,Active,For sale by agent,554950.0,,Some Transit,35.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,9.0,"New Price.. Priced to Sell! Bellevue School District..Easy access to I90 and I405, minutes to downtown Bellevue and Factoria.. Hardwood floors, vaulted ceilings, loft , attic for possible future 4th bedroom, multilevels for open entertaining... ",49068885,8.0
57,5608e09eb2c959c08464aa7d,Bellevue,47.61768,-122.14846999999999,WA,901 144th Ave NE # A2,98007,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,1.5,2.0,,,,991.0,"Carpet, Hardwood, Tile",,,,72467.0,,4.0,,,,"Breakfast nook, Family room, Pantry",Condominium,,1981.0,,,,"Wow! Fully furnished updated condo, great for first time home buyers or terrific option for investors. Low HOA, no rental cap, and updated spaces throughout make this a great choice. 2 large bedrooms, and over 991 sqft of updated, furnished living space is a rare find in this market. You will fall in love with updated kitchen and bathrooms, elegant touches are found throughout this unit nestled in the heart of Bellevue. This prime location is unbeatable at this price, come see it today!",13.0,None,http://www.zillow.com/homedetails/901-144th-Ave-NE-A2-Bellevue-WA-98007/2101418804_zpid/,http://www.zillow.com/homedetails/901-144th-Ave-NE-A2-Bellevue-WA-98007/2101418804_zpid/,http://www.zillow.com/homedetails/901-144th-Ave-NE-A2-Bellevue-WA-98007/2101418804_zpid/#image=lightbox%3Dtrue,,,2457,2457,Jan Jones-Hickling,http://www.zillow.com/profile/Jan1011/,,2015-08-12 20:57:00.0,833127.0,,Active,For sale by agent,310000.0,,Some Transit,43.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,45.0,"Fully furnished, Low home owners dues and a you can't find a better location. ",2101418804,7.896212121212122
58,5608e09eb2c959c08464aa7e,Bellevue,47.570803000000005,-122.168559,WA,4210 Factoria Blvd SE APT A10,98006,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,1.0,1.0,,,Wood,900.0,"Carpet, Linoleum / Vinyl, Tile",,,,,,,,Garage - Attached,Composition,"Dining room, Office",Condominium,Territorial,1981.0,,,,"Spacious 1 bedroom condo with circular floor plan and tons of natural light. Condo is situated in the heart of Factoria and a short walk to restaurants and Factoria Mall. Minutes to Seattle and Bellevue. Amenities include: Large living room w/wood burning fireplace, nook for office area, formal dining room, spacious kitchen with breakfast bar, pantry with lots of shelving, utility closet, oversized one car garage with room for work area, huge bedroom with tons of closet space and much more!!!",18.0,None,http://www.zillow.com/homedetails/4210-Factoria-Blvd-SE-APT-A10-Bellevue-WA-98006/2101428144_zpid/,http://www.zillow.com/homedetails/4210-Factoria-Blvd-SE-APT-A10-Bellevue-WA-98006/2101428144_zpid/,http://www.zillow.com/homedetails/4210-Factoria-Blvd-SE-APT-A10-Bellevue-WA-98006/2101428144_zpid/#image=lightbox%3Dtrue,,,1769,1769,Keith Bruce,http://www.zillow.com/profile/KeithBruce/,,2015-08-12 11:27:00.0,807686.0,,Active,For sale by agent,227950.0,,Some Transit,42.0,"11 nearby routes: 11 bus, 0 rail, 0 other",Very Walkable,71.0,,2101428144,9.0
59,5608e09eb2c959c08464aa80,Bellevue,47.605878000000004,-122.20101399999999,WA,430 Bellevue Way SE APT 101,98004,,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,1.5,2.0,,1.0,Wood,857.0,"Carpet, Hardwood, Tile",1.0,,,26835.0,2.0,,12.0,Garage - Attached,Composition,"Dining room, Family room, Laundry room, Master bath, Walk-in closet",Condominium,"City, Mountain, Territorial",1979.0,1984.0,,,"Fantastic Downtown Bellevue condo in the peaceful Bellara community! Great investment opportunity. NO Rental Cap! This unit features stunning territorial and partial lake view from the private deck off living room with cozy wood burning fireplace and cherry hard wood floor. Walk-in closet off Master Bedroom, spacious kitchen with stainless appliances with granite slab counter tops, and cherry cabinetry. Convenient walking distance to shopping, restaurants, parks, and many more.",7.0,None,http://www.zillow.com/homedetails/430-Bellevue-Way-SE-APT-101-Bellevue-WA-98004/72499573_zpid/,http://www.zillow.com/homedetails/430-Bellevue-Way-SE-APT-101-Bellevue-WA-98004/72499573_zpid/,http://www.zillow.com/homedetails/430-Bellevue-Way-SE-APT-101-Bellevue-WA-98004/72499573_zpid/#image=lightbox%3Dtrue,,,6342,6342,Sachiyo Wegrich,http://www.zillow.com/profile/sywegrich6/,,2015-09-09 08:02:00.0,828055.0,,Active,For sale by agent,379990.0,,Some Transit,48.0,"14 nearby routes: 14 bus, 0 rail, 0 other",Very Walkable,74.0,"Perfectly located city view Downtown Bellevue condo!  NO RENTAL CAP! Great investment opportunity.  This unit features stunning city view from the private deck off living room with cozy wood burning fireplace and cherry hard wood floor.  Walk-in closet off Master Bedroom, spacious kitchen with stainless appliances with granite slab counter tops, cherry cabinetry. Convenient walking distance to shopping, restaurants, parks, and many more.",72499573,9.0
60,5608e09eb2c959c08464aa82,Bellevue,47.631656,-122.126023,WA,2403 161st Ave NE,98008,,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Trash compactor, Washer",Other,None,1.5,3.0,,2.0,"Brick, Wood",1940.0,"Hardwood, Laminate, Linoleum / Vinyl, Tile, Other",,,Forced air,12638.0,1.0,6.0,,Garage - Attached,Other,"Dining room, Family room, Laundry room, Master bath, Pantry, Walk-in closet",SingleFamily,Park,1955.0,,Ardmore Elem,Interlake Snr High,,20.0,None,http://www.zillow.com/homedetails/2403-161st-Ave-NE-Bellevue-WA-98008/49055529_zpid/,http://www.zillow.com/homedetails/2403-161st-Ave-NE-Bellevue-WA-98008/49055529_zpid/,http://www.zillow.com/homedetails/2403-161st-Ave-NE-Bellevue-WA-98008/49055529_zpid/#image=lightbox%3Dtrue,Highland Mid,East Bellevue,4472,4472,Alise Roberts,http://www.zillow.com/profile/Alise-Roberts/,http://aliseroberts.com/idx/mls-829121-2403_161st_ave_ne_bellevue_wa_98008,2015-08-06 18:08:00.0,829121.0,,Active,For sale by agent,529950.0,BE,Some Transit,46.0,"8 nearby routes: 8 bus, 0 rail, 0 other",Car-Dependent,22.0,"Extensively Remodelled large 3 bedroom plus Den Rambler in Bellevue. House sits in 12,638 sf lot, FULLY fenced front, sides & back yards providing retreat-like living. Circluar, open floor plan, hardwood floors. Wall of windows & many skylights give bright, suny and warm feeling. Gently cared, clean. Big covered patio. Ample yard space with boat house & RV parking. 3 mins to MS and shopping. Nationally top ranked High School.",49055529,6.0
